name,categories,state,stars
The Side Door Corner Store,"['Italian', 'Wine Bars', 'Bars', 'Pizza', 'Restaurants', 'Nightlife']",AZ,4.0
Pizza Hut,"['Pizza', 'Italian', 'Chicken Wings', 'Restaurants']",NC,3.5
The Speakeasy on Easy Street,"['Arts & Entertainment', 'Jazz & Blues', 'Wine Bars', 'Bars', 'Speakeasies', 'Restaurants', 'Nightlife', 'Italian', 'Performing Arts']",AZ,3.0
Streets of New York,"['Restaurants', 'Sandwiches', 'Italian', 'Pizza']",AZ,3.5
Italian Grotto,"['Seafood', 'Steakhouses', 'Italian', 'Restaurants']",AZ,2.5
Olive Garden Italian Restaurant,"['Italian', 'Wine Bars', 'Restaurants', 'Salad', 'Bars', 'Nightlife']",PA,3.0
Olive Garden Italian Restaurant,"['Wine Bars', 'Salad', 'Bars', 'Restaurants', 'Italian', 'Nightlife']",NC,3.0
Luke's Of Chicago,"['Hot Dogs', 'Sandwiches', 'Italian', 'Restaurants']",AZ,3.5
Village Pizza,"['Italian', 'Pizza', 'Restaurants']",SC,4.0
Stancato's Italian Restaurant,"['Italian', 'Pizza', 'Event Planning & Services', 'Restaurants', 'Caterers']",OH,4.0
Pizza Hut,"['Chicken Wings', 'Pizza', 'Italian', 'Restaurants']",PA,2.0
Ferrucci's Old Tyme Italian Market,"['Italian', 'Caterers', 'Meat Shops', 'Delis', 'Specialty Food', 'Grocery', 'Food', 'Restaurants', 'Event Planning & Services']",NC,4.5
Domino's Pizza,"['Sandwiches', 'Italian', 'Chicken Wings', 'Pizza', 'Restaurants']",NC,3.0
Winking Lizard Tavern,"['Burgers', 'Food', 'Restaurants', 'Italian', 'Beer', 'Wine & Spirits', 'Nightlife', 'Local Flavor', 'Bars']",OH,2.5
Philomena's Ristorante,"['Italian', 'Restaurants']",OH,3.0
Mob City Pizza,"['Restaurants', 'Italian']",NV,3.0
Andreoli Italian Grocer,"['Italian', 'Food', 'Bakeries', 'Cheese Shops', 'Specialty Food', 'Restaurants', 'Sandwiches']",AZ,4.0
Aroma Cuisine of the World/Oscar Catering,"['Spanish', 'Food', 'Restaurants', 'Italian', 'Juice Bars & Smoothies', 'Sandwiches', 'Desserts', 'Mexican']",NV,5.0
Ciccanti Ristorante,"['Restaurants', 'Italian']",PA,3.5
Angela's Family Restaurant,"['Diners', 'Breakfast & Brunch', 'Restaurants', 'American (New)', 'Food', 'Desserts', 'Italian', 'Barbeque']",OH,3.5
Pizza Hut,"['Restaurants', 'Italian', 'Chicken Wings', 'Pizza']",AZ,2.0
La Tagliatella EpiCentre,"['Italian', 'Pizza', 'Restaurants']",NC,3.0
Naya Mediterranean Cuisine,"['Ethnic Food', 'Italian', 'Restaurants', 'Nightlife', 'Food', 'Specialty Food', 'Bars', 'Cocktail Bars', 'Mediterranean']",AZ,4.0
Streets of New York,"['Sandwiches', 'Pizza', 'Italian', 'Restaurants']",AZ,2.5
Pizza Hut,"['Pizza', 'Chicken Wings', 'Restaurants', 'Italian']",PA,2.5
Domino's Pizza,"['Chicken Wings', 'Restaurants', 'Sandwiches', 'Italian', 'Pizza']",IL,2.0
Toscano Italian Steakhouse,"['Wine Bars', 'Steakhouses', 'Italian', 'Arts & Entertainment', 'Nightlife', 'Music Venues', 'Piano Bars', 'Bars', 'Restaurants']",NV,4.0
Streets of New York,"['Pizza', 'Sandwiches', 'Italian', 'Restaurants']",AZ,3.0
Open German & Italian Restaurant & Tavern,"['German', 'Restaurants', 'Italian', 'Nightlife', 'Bars']",PA,3.5
Novecento Pizzeria,"['Specialty Food', 'Food', 'Italian', 'Pizza', 'Salad', 'Restaurants']",NV,4.0
Buon Giorno Cafe,"['Italian', 'Restaurants']",PA,3.5
Tuscany Mediterranean Grill,"['Italian', 'Greek', 'Restaurants', 'Mediterranean']",WI,3.0
BIG8 Pizza,"['Italian', 'Food', 'Food Delivery Services', 'Pizza', 'Restaurants']",NV,4.0
Minutello's Restaurant & Lounge,"['Restaurants', 'Italian', 'Pizza']",PA,3.0
Streets of New York,"['Pizza', 'Sandwiches', 'Italian', 'Restaurants']",AZ,3.5
Pizza Hut,"['Italian', 'Pizza', 'Restaurants', 'Chicken Wings']",PA,1.5
Maggiano's Little Italy,"['Bars', 'Nightlife', 'Italian', 'Restaurants']",OH,3.5
Bottega Bistro,"['Restaurants', 'Italian']",OH,5.0
Benny Pennello's,"['Pizza', 'Restaurants', 'Italian', 'Fast Food']",NC,4.0
The Cove Trattoria,"['Restaurants', 'Pizza', 'Italian']",AZ,4.0
Concerto Italian Kitchen,"['Italian', 'Restaurants', 'Pizza']",OH,3.0
Bella Sera Urban Trattoria,"['Italian', 'Restaurants']",PA,3.5
Maggiano's Little Italy,"['Restaurants', 'Bars', 'Cocktail Bars', 'Nightlife', 'Italian', 'Desserts', 'Food']",NV,4.0
Pizzutti's Restaurant,"['Restaurants', 'Pizza', 'Italian', 'Mediterranean']",PA,3.5
Tommy V's,"['Restaurants', 'Italian']",AZ,3.5
Dino's Of Solon,"['Italian', 'Restaurants']",OH,4.0
Bravo! Cucina Italiana,"['Bars', 'Desserts', 'Food', 'Wine Bars', 'Restaurants', 'Italian', 'Nightlife']",NC,3.0
Carino's Italian Grill,"['Italian', 'Restaurants']",NV,2.5
Zeppe's Pizzeria,"['Caterers', 'Pizza', 'Specialty Food', 'Event Planning & Services', 'Italian', 'Restaurants', 'Chicken Wings', 'Pasta Shops', 'Food']",OH,3.0
La Fontanella Restaurant,"['Restaurants', 'Mediterranean', 'Italian']",AZ,4.0
Isa's Pizza,"['Pizza', 'Salad', 'Italian', 'Restaurants']",AZ,4.0
Olive Garden Italian Restaurant,"['Bars', 'Wine Bars', 'Nightlife', 'Italian', 'Restaurants', 'Salad']",PA,3.0
Streets of New York,"['Sandwiches', 'Restaurants', 'Pizza', 'Italian']",NV,3.0
That's Italiano,"['Restaurants', 'Italian']",AZ,3.0
Grieco's Carefree Inn Restaurant,"['Italian', 'Restaurants']",PA,4.0
Earl's,"['Restaurants', 'Bars', 'Italian', 'American (Traditional)', 'Nightlife']",AZ,3.5
Domino's Pizza,"['Restaurants', 'Italian', 'Pizza', 'Sandwiches', 'Chicken Wings']",AZ,3.0
Rinaldi's Italian Deli,"['Delis', 'Italian', 'Restaurants']",AZ,3.0
Focaccia Fiorentina,"['Sandwiches', 'Italian', 'Event Planning & Services', 'Restaurants', 'Caterers', 'Pizza']",AZ,3.5
Jac's Pizzeria & Pub,"['Restaurants', 'Italian', 'Pizza']",AZ,3.0
Barro's Pizza,"['Italian', 'Sandwiches', 'Pizza', 'Restaurants']",AZ,3.5
Humble Pie,"['Pizza', 'Italian', 'Restaurants']",AZ,3.5
Porto Fino Pizzaria & Gyro,"['Mediterranean', 'Italian', 'Restaurants', 'Pizza']",PA,2.0
Solaro,"['Chicken Wings', 'Italian', 'Burgers', 'Pizza', 'Restaurants', 'American (New)']",NV,3.0
Dino's Greek and Italian Grill,"['Greek', 'Mediterranean', 'Restaurants', 'Italian']",AZ,3.5
Belladona'a,"['Bars', 'Nightlife', 'Italian', 'Restaurants', 'Pizza']",OH,5.0
Athens Pizzeria,"['Italian', 'Pizza', 'Restaurants', 'Mediterranean', 'Caterers', 'Event Planning & Services']",OH,4.5
Pizza Hut,"['Pizza', 'Italian', 'Restaurants', 'Chicken Wings']",WI,2.5
Braistas Coffee Bar,"['Food', 'Juice Bars & Smoothies', 'Coffee Roasteries', 'Restaurants', 'Italian', 'Breakfast & Brunch', 'Coffee & Tea']",AZ,5.0
Streets of New York,"['Italian', 'Sandwiches', 'Pizza', 'Restaurants']",AZ,3.0
Vino's Ristorante & Deli,"['Italian', 'Pizza', 'Restaurants']",NV,3.0
Daddy Macs,"['American (Traditional)', 'Bars', 'Italian', 'Nightlife', 'Restaurants']",NV,3.0
Carbonara's Restaurant,"['Restaurants', 'Pizza', 'Italian']",PA,3.5
Romano's Pizzeria,"['Argentine', 'Pizza', 'Chicken Wings', 'Restaurants', 'Italian']",NV,4.0
Pizza Hut,"['Fast Food', 'Chicken Wings', 'Italian', 'Pizza', 'Restaurants']",AZ,2.0
Meatballz,"['Restaurants', 'Italian']",AZ,4.0
Ital-Spain Restaurant,"['Restaurants', 'Italian', 'Spanish', 'Mexican']",NV,3.5
Tria Terra,"['Restaurants', 'French', 'Italian', 'Spanish', 'Basque']",NC,2.5
Pizza Hut,"['Pizza', 'Chicken Wings', 'Italian', 'Restaurants']",PA,1.0
Papa Geo's,"['Italian', 'Restaurants']",NV,4.0
Venice Italian Restaurant,"['Restaurants', 'Italian', 'Pizza']",NC,3.0
Pizza Hut,"['Pizza', 'Italian', 'Chicken Wings', 'Restaurants']",AZ,3.0
Bravo! Cucina Italiana,"['Restaurants', 'Bars', 'Wine Bars', 'Nightlife', 'Cocktail Bars', 'Italian', 'Gluten-Free']",PA,3.5
Pie Bar,"['Pizza', 'Restaurants', 'Italian']",PA,4.0
Naked City Pizza On Paradise,"['Pizza', 'Italian', 'Chicken Wings', 'Restaurants', 'Sandwiches']",NV,4.0
Grotto Ristorante,"['Beer', 'Wine & Spirits', 'American (Traditional)', 'Food', 'Nightlife', 'Italian', 'Bars', 'Pizza', 'Restaurants']",NV,4.0
B and B Ristorante,"['Seafood', 'Italian', 'Restaurants']",NV,3.5
Hawthorne's NY Pizza & Bar,"['Nightlife', 'Pizza', 'Bars', 'Restaurants', 'Italian']",NC,3.5
Veneto Trattoria,"['Restaurants', 'Italian']",AZ,4.0
Gio's Cafe,"['Italian', 'Restaurants', 'Cafes', 'Sandwiches']",PA,4.0
The Continental,"['Restaurants', 'Italian']",WI,3.0
Little Nipper's Pizza II,"['Restaurants', 'Pizza', 'Italian']",PA,3.5
Wolfgang Puck Pizza Bar,"['Pizza', 'Italian', 'Restaurants', 'Food']",NC,4.0
Danny Boys Pizza,"['Salad', 'Italian', 'Pizza', 'Sandwiches', 'Nightlife', 'Bars', 'Restaurants']",OH,3.0
Sorrento Ristorante & Pizzeria,"['Food', 'Pizza', 'Italian', 'Beer', 'Wine & Spirits', 'Restaurants']",OH,3.5
Casella's Italian Delicatessen,"['Restaurants', 'Sandwiches', 'Italian', 'Delis']",AZ,4.5
NYPD Pizza,"['Italian', 'Restaurants', 'Pizza']",AZ,4.0
Penn Station East Coast Subs,"['Cheesesteaks', 'Italian', 'Sandwiches', 'Restaurants']",NC,3.5
La Famiglia,"['Pizza', 'Restaurants', 'Italian']",AZ,3.5
Dom DeMarco's Pizzeria & Bar,"['Pizza', 'Restaurants', 'Bars', 'Nightlife', 'Wine Bars', 'Italian']",NV,4.0
Open German Italian Flair,"['Italian', 'Food', 'American (Traditional)', 'Restaurants', 'German']",PA,4.0
Venice Pizza & Subs,"['Pizza', 'Restaurants', 'Sandwiches', 'Delis', 'Fast Food', 'Italian']",NV,2.0
Pizza Hut,"['Italian', 'Restaurants', 'Pizza']",NV,3.0
Giacomo's Pizzeria and Italian Restaurant,"['Restaurants', 'Pizza', 'Italian']",NC,4.0
New York Pizza Ribs & Wings,"['Pizza', 'Event Planning & Services', 'Food Delivery Services', 'Barbeque', 'Caterers', 'Restaurants', 'Food', 'Italian', 'Chicken Wings']",NV,4.0
Pizza Hut,"['Pizza', 'Restaurants', 'Italian', 'Chicken Wings']",OH,3.5
Spinato's Pizza,"['Gluten-Free', 'Restaurants', 'Italian', 'Pizza']",AZ,4.5
Submarinos,"['Pizza', 'Restaurants', 'Italian', 'Sandwiches']",AZ,4.0
Parmezan Subs,"['Sandwiches', 'Salad', 'Restaurants', 'Breakfast & Brunch', 'Italian']",NV,4.0
Brooklyn Eddie's,"['Delis', 'Italian', 'Sandwiches', 'Restaurants']",AZ,3.5
Celebrity Pizza,"['Italian', 'Greek', 'Pizza', 'Restaurants']",OH,3.0
Timpone's,"['Italian', 'Restaurants', 'Steakhouses']",IL,3.5
New York Pizza & Pasta,"['Italian', 'Restaurants', 'Pizza']",NV,4.0
Pizza Hut,"['Restaurants', 'Pizza', 'Italian', 'Chicken Wings']",PA,2.0
Angelina's Pizzeria,"['Italian', 'Restaurants', 'Pizza']",NV,2.5
Rosati's Pizza,"['Pizza', 'Restaurants', 'Italian']",NV,3.0
Famous Famiglia Pizzeria,"['Pizza', 'Italian', 'Restaurants', 'Fast Food']",AZ,2.5
Frost Gelato,"['Coffee & Tea', 'Desserts', 'Ice Cream & Frozen Yogurt', 'Food', 'Italian', 'Gelato', 'Restaurants']",AZ,4.5
Venezia's New York Style Pizzeria,"['Restaurants', 'Pizza', 'Sandwiches', 'Chicken Wings', 'Italian']",AZ,4.0
Time Warp Bar,"['Bars', 'Arts & Entertainment', 'Dive Bars', 'Nightlife', 'Music Venues', 'Pizza', 'Italian', 'Restaurants']",OH,4.0
Parasson's Italian Restaurants,"['Italian', 'Restaurants']",OH,3.0
Roma Italian Restaurant and Pizzeria,"['Bars', 'Restaurants', 'Pizza', 'Italian', 'Nightlife']",PA,4.0
Brio Tuscan Grille,"['Nightlife', 'Cocktail Bars', 'Bars', 'Italian', 'Pizza', 'Restaurants']",AZ,3.5
Dante Next Door,"['American (Traditional)', 'Italian', 'Restaurants', 'Pizza', 'Nightlife', 'Bars']",OH,4.0
Affinito's Bistro,"['Restaurants', 'Italian']",AZ,3.0
Pizza Hut,"['Italian', 'Pizza', 'Restaurants', 'Chicken Wings']",OH,2.5
Spork,"['Italian', 'Nightlife', 'Restaurants', 'Gelato', 'Beer', 'Wine & Spirits', 'Tapas/Small Plates', 'Bars', 'Cocktail Bars', 'Specialty Food', 'Food', 'Pasta Shops']",PA,4.0
Gasper's Casual Italian Dining and Pizzeria,"['Restaurants', 'Italian', 'Pizza']",AZ,4.0
Annie's Gourmet Italian,"['Couriers & Delivery Services', 'Nightlife', 'Venues & Event Spaces', 'Italian', 'Local Services', 'Caterers', 'Event Planning & Services', 'Restaurants', 'Bars', 'Sports Bars', 'Salad']",NV,3.0
1905 Eatery,"['Italian', 'Restaurants']",PA,4.0
North Italia,"['Italian', 'Gluten-Free', 'Venues & Event Spaces', 'Restaurants', 'Pizza', 'Event Planning & Services']",AZ,4.0
Spasso Pizza & Mozzarella Bar,"['Italian', 'Restaurants', 'Pizza']",AZ,3.5
Domino's Pizza,"['Italian', 'Chicken Wings', 'Pizza', 'Restaurants', 'Sandwiches']",NC,4.0
Buca di Beppo,"['Pizza', 'Italian', 'Food', 'Event Planning & Services', 'Caterers', 'Restaurants']",AZ,3.0
Main Street Pizzaria,"['Italian', 'Restaurants', 'Pizza']",NC,4.0
Portofino's,"['Pizza', 'Specialty Food', 'Italian', 'Food', 'Restaurants', 'Pasta Shops', 'Sandwiches', 'Salad']",PA,3.5
Pizza Hut,"['Restaurants', 'Chicken Wings', 'Italian', 'Pizza']",NC,2.5
The Vinyl Pi,"['Nightlife', 'Bars', 'Restaurants', 'Italian', 'Pizza']",NC,3.5
Gionino's Pizzeria,"['Restaurants', 'Italian', 'Pizza']",OH,4.0
Johnny's Pizzeria,"['Pizza', 'Beer', 'Wine & Spirits', 'Food', 'Salad', 'Restaurants', 'Italian']",NV,2.0
Bunky's Cafe,"['Moroccan', 'Mediterranean', 'Restaurants', 'Italian']",WI,4.0
Buono's,"['Restaurants', 'Italian', 'Pizza']",AZ,3.5
Longo's Italian Restaurant,"['Italian', 'Restaurants', 'Sandwiches', 'Pizza']",OH,3.5
Pasta Primo Italian Bistro,"['Restaurants', 'Italian']",AZ,3.5
Carbone's Pizza Wings & Tavern,"['Restaurants', 'Pizza', 'American (New)', 'Italian']",NC,3.5
Pizza Hut,"['Restaurants', 'Pizza', 'Chicken Wings', 'Italian']",AZ,2.0
Olive Garden Italian Restaurant,"['Restaurants', 'Salad', 'Wine Bars', 'Bars', 'Italian', 'Nightlife']",IL,3.0
Pizza Hut,"['Pizza', 'Chicken Wings', 'Italian', 'Restaurants']",AZ,3.0
The Lunch Crew Catering,"['Event Planning & Services', 'Caterers', 'Restaurants', 'Italian', 'American (New)']",NV,2.0
Cafe Roma,"['Restaurants', 'Italian']",AZ,3.0
Cafe Notte,"['Bars', 'Restaurants', 'Wine Bars', 'American (New)', 'Nightlife', 'Italian']",PA,4.0
Luca: Modern Italian Kitchen,"['Restaurants', 'Italian']",NC,4.0
Adela's Italian,"['Restaurants', 'Italian', 'Salad']",AZ,4.5
Villa Ballanca,"['Restaurants', 'Italian']",PA,4.0
Cipriani's,"['Italian', 'Restaurants']",OH,3.0
Franks Pizza & Chicken,"['Chicken Wings', 'Restaurants', 'Pizza', 'Italian']",PA,4.0
Libretto's Pizzeria,"['Restaurants', 'Italian', 'Pizza']",NC,3.0
Pasta and Sugo,"['Restaurants', 'Food', 'Italian', 'Specialty Food']",AZ,4.5
Cha Spirits & Pizza Kitchen,"['Pizza', 'Food', 'American (New)', 'Sandwiches', 'Restaurants', 'Fast Food', 'Italian', 'Beer', 'Wine & Spirits']",OH,3.5
Primo Tuscan Grille,"['Bars', 'Italian', 'Restaurants', 'Nightlife', 'Wedding Planning', 'Event Planning & Services', 'Fondue']",NC,2.5
JB's Eat-A-Bite BBQ,"['Barbeque', 'Restaurants', 'Italian']",WI,4.5
Pizza Hut,"['Restaurants', 'Chicken Wings', 'Pizza', 'Italian']",NC,2.0
Which Wich,"['Italian', 'Seafood', 'Sandwiches', 'Restaurants']",AZ,3.5
Brio Coastal Bar and Kitchen,"['Pizza', 'Italian', 'American (New)', 'Seafood', 'Nightlife', 'Cocktail Bars', 'Restaurants', 'Bars']",NC,3.5
Villa Fresh Italian Kitchen,"['Italian', 'Restaurants']",NV,3.0
Pizza Hut,"['Chicken Wings', 'Pizza', 'Restaurants', 'Italian']",WI,2.0
Bella Vita Italian Grille & Pizzeria,"['Lounges', 'Pizza', 'Nightlife', 'Restaurants', 'Bars', 'Italian']",WI,3.0
Nellos Pizza,"['Pizza', 'Italian', 'Restaurants', 'Sandwiches']",AZ,4.0
Pizza Mia,"['Pizza', 'Restaurants', 'Italian', 'Salad']",AZ,4.0
Dino's Ristorante,"['Bakeries', 'Restaurants', 'Food', 'Italian', 'Pizza']",AZ,4.5
Barro's Pizza,"['Sandwiches', 'Pizza', 'Italian', 'Restaurants']",AZ,4.0
Olive Garden Italian Restaurant,"['Italian', 'Restaurants']",AZ,3.0
Brio Tuscan Grille,"['Restaurants', 'Nightlife', 'Italian', 'Pizza', 'Cocktail Bars', 'Gluten-Free', 'Bars']",OH,3.5
Enzo's Gelato & Coffee Bar,"['Food', 'Ice Cream & Frozen Yogurt', 'Coffee & Tea', 'Italian', 'Restaurants']",AZ,4.5
Gennaro's,"['Pizza', 'Restaurants', 'Italian']",AZ,3.0
Antonio's Pizza,"['Pizza', 'Italian', 'Restaurants']",OH,2.5
Tutto Pasta Cucina Italiana,"['Italian', 'Restaurants']",WI,2.5
Bruno's Ristorante,"['Caterers', 'Restaurants', 'Event Planning & Services', 'Italian']",OH,4.0
PastaBAR,"['Ice Cream & Frozen Yogurt', 'Food', 'Restaurants', 'Italian']",AZ,3.5
Pizzeria Omaggio,"['Italian', 'Pizza', 'Food', 'Restaurants']",NC,4.0
Nick's,"['Restaurants', 'Italian']",AZ,4.0
Spinato's Pizzeria,"['Restaurants', 'Italian', 'Gluten-Free', 'Pizza']",AZ,4.0
Palermo's Grill,"['Restaurants', 'Mexican', 'Italian', 'Pizza']",AZ,3.0
Tommy V's Urban Kitchen & Bar,"['Bars', 'Italian', 'Nightlife', 'Wine Bars', 'Restaurants', 'Sandwiches', 'Pizza']",AZ,4.5
Jimmy's of Chicago,"['Italian', 'Pizza', 'Restaurants', 'Bars', 'Nightlife', 'Sports Bars']",AZ,3.5
NY 54 Pizza & Ristorante,"['Pizza', 'Italian', 'Delis', 'Restaurants']",AZ,4.0
3 Tomatoes & A Mozzarella,"['Restaurants', 'Italian']",AZ,3.5
Deanatella's Deli,"['Restaurants', 'Italian']",OH,5.0
Pizza Hut,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",PA,1.5
Sam's Chicago Style Pizza & Wings,"['Chicken Wings', 'Pizza', 'Italian', 'Restaurants']",AZ,3.5
Terra Nostra,"['Italian', 'Restaurants']",AZ,4.0
Aldo's Restaurant,"['Italian', 'Restaurants']",OH,4.0
Trattoria Reggiano,"['Italian', 'Restaurants']",NV,4.0
Mama Catena Ristorante,"['Pizza', 'Wine Bars', 'Italian', 'Nightlife', 'Event Planning & Services', 'Bars', 'Caterers', 'Restaurants']",OH,4.5
Tomaso's,"['Italian', 'Restaurants']",AZ,4.0
Fraboni's Italian Specialties & Delicatessen,"['Delis', 'Italian', 'Specialty Food', 'Restaurants', 'Food']",WI,3.5
Market Grille Cafe,"['Greek', 'Event Planning & Services', 'Restaurants', 'Italian', 'Mediterranean', 'Caterers']",NV,4.0
Grape Vine Cafe,"['Mediterranean', 'Bars', 'Nightlife', 'Italian', 'Wine Bars', 'Restaurants']",NV,4.5
Antonio's Bistro,"['Restaurants', 'Italian']",AZ,3.5
La Gondola Pizzeria & Restaurant,"['Pizza', 'Restaurants', 'Sandwiches', 'Italian']",PA,4.0
North Beach Italian Bistro,"['Breakfast & Brunch', 'Italian', 'Seafood', 'Restaurants']",NV,4.5
Fabio On Fire,"['Food Trucks', 'Restaurants', 'Italian', 'Food', 'Pizza']",AZ,5.0
Bravi Tuscan Kitchen,"['Italian', 'Restaurants']",AZ,3.5
Lucky's Pizza,"['Restaurants', 'Sandwiches', 'Chicken Wings', 'Italian', 'Pizza']",AZ,4.5
Brio Coastal Bar & Kitchen,"['Cocktail Bars', 'Restaurants', 'Bars', 'American (New)', 'Nightlife', 'American (Traditional)', 'Pizza', 'Breakfast & Brunch', 'Italian']",OH,3.0
Greenbush Bar,"['Restaurants', 'Italian', 'Pizza']",WI,4.0
Meatballz,"['Italian', 'Delis', 'Restaurants']",AZ,4.5
Il Bosco Ristorante and Bar,"['Italian', 'Restaurants']",NC,4.0
Gennaro's Pizza & Pub,"['Greek', 'Food', 'Restaurants', 'Desserts', 'Italian', 'Pizza']",PA,3.0
Pizza Hut,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",AZ,2.5
Tony Pizzeria Italian Restaurant,"['Italian', 'Restaurants', 'Pizza']",AZ,3.5
Pizza Bella,"['Food Delivery Services', 'Pizza', 'Food', 'Restaurants', 'Italian']",NV,1.5
Rustica Caf¨¦ & Bar,"['Restaurants', 'Sandwiches', 'Seafood', 'Italian']",AZ,3.5
Abruzzi Italian Cucina,"['Event Planning & Services', 'Italian', 'Restaurants', 'Pizza', 'Venues & Event Spaces']",PA,3.5
Sbarro Italian Eatery,"['Italian', 'Restaurants']",AZ,4.0
Sauce Pizza and Wine,"['Restaurants', 'Italian', 'Gluten-Free', 'Beer', 'Wine & Spirits', 'Food', 'Pizza']",AZ,3.5
Chef Marc's Trattoria,"['Italian', 'Seafood', 'Restaurants', 'Steakhouses']",NV,4.5
Vocelli Pizza - Pleasant Hills,"['Food Delivery Services', 'Food', 'Sandwiches', 'Restaurants', 'Italian', 'Pizza']",PA,4.5
Vapiano,"['Italian', 'Restaurants', 'Pizza', 'Breakfast & Brunch']",NC,3.5
Gretalian,"['American (New)', 'Italian', 'Greek', 'Food', 'Restaurants']",AZ,3.0
Evel Pie,"['Nightlife', 'Restaurants', 'Bars', 'Pizza', 'Italian']",NV,4.5
Buon Gusto Ristorante,"['Restaurants', 'Diners', 'Gluten-Free', 'Italian', 'Pizza']",NV,4.0
Nick's NY Pizzeria,"['Restaurants', 'Italian', 'Pizza']",AZ,3.0
Tutto Pasta State Street,"['Restaurants', 'Italian']",WI,3.0
Super Pizza,"['Restaurants', 'Pizza', 'Cheesesteaks', 'Italian', 'Sandwiches']",NV,3.5
Pizza Hut,"['Italian', 'Pizza', 'Restaurants', 'Chicken Wings']",AZ,2.0
Pizzeria Francesco's,"['Restaurants', 'Italian', 'Pizza']",NV,3.0
Violante's Restaurant,"['Italian', 'Pizza', 'Restaurants']",OH,4.5
Scoglio's Green Tree,"['Restaurants', 'Italian', 'Seafood', 'Sandwiches']",PA,3.5
Demetrios Restaurant,"['Pizza', 'Italian', 'Restaurants']",NC,3.5
Joe Vicari's Andiamo Italian Steakhouse,"['Italian', 'Steakhouses', 'Restaurants']",NV,4.5
Pizza Hut,"['Chicken Wings', 'Pizza', 'Restaurants', 'Italian']",PA,1.5
Postino Central,"['Restaurants', 'Wine Bars', 'Bars', 'Nightlife', 'Breakfast & Brunch', 'Italian']",AZ,4.5
Five Star Tavern,"['Casinos', 'Arts & Entertainment', 'Bars', 'Restaurants', 'Nightlife', 'Italian', 'American (Traditional)']",NV,4.0
Mario's Italian Restaurant,"['Italian', 'Pizza', 'Restaurants']",NC,3.5
Casanova,"['Italian', 'Tapas Bars', 'Mediterranean', 'Restaurants']",NV,4.0
Panini's Bar and Grill,"['American (Traditional)', 'Italian', 'Restaurants']",OH,3.0
Pizza Hut,"['Italian', 'Chicken Wings', 'Pizza', 'Restaurants']",OH,2.5
Vito & Nick's Ii,"['Restaurants', 'Pizza', 'Italian']",AZ,4.5
Tony's Pizza,"['Pizza', 'Restaurants', 'Sandwiches', 'Italian']",NC,4.0
Buscemis Pizza,"['Pizza', 'Italian', 'Restaurants']",NC,3.5
Angela's,"['Restaurants', 'Italian', 'Pizza']",NC,3.5
Angies New York Style Pizzeria,"['Restaurants', 'Italian', 'Pizza']",OH,3.5
DiCarlo's Original Pizza,"['Restaurants', 'Pizza', 'Italian']",PA,4.5
Lago East Bank,"['Italian', 'Restaurants']",OH,4.0
Angela Mia Pizza - Richmond Heights,"['Restaurants', 'Food Delivery Services', 'Food', 'Italian', 'Pizza']",OH,4.0
Tutti Santi,"['Italian', 'Food', 'Desserts', 'Nightlife', 'Bars', 'Restaurants']",AZ,4.5
Inna Gadda di Pizza,"['Pizza', 'Restaurants', 'Italian', 'Salad']",NV,4.5
New York Pizza Express,"['Restaurants', 'Italian', 'Pizza', 'Food']",NC,4.0
Del's Bar and Ristorante DelPizzo,"['Italian', 'Event Planning & Services', 'Pizza', 'Restaurants', 'Caterers']",PA,2.5
Michael A's Restaurant & Lounge,"['Bars', 'Lounges', 'Italian', 'Nightlife', 'Restaurants']",PA,3.5
Tuscany Gardens,"['Breakfast & Brunch', 'Italian', 'Restaurants', 'Desserts', 'Food']",NV,4.0
Piccolo Forno,"['Italian', 'Restaurants', 'Pizza']",PA,4.0
Quiessence Restaurant,"['Cocktail Bars', 'Bars', 'Wine Bars', 'Italian', 'Nightlife', 'American (New)', 'Desserts', 'Restaurants', 'Food']",AZ,3.5
Nancettas Ristorante,"['Restaurants', 'Italian']",PA,4.0
Olive's Pizzeria & Restaurant,"['Restaurants', 'Pizza', 'Italian']",AZ,4.0
3 Brothers Pizza,"['Wine Bars', 'Nightlife', 'Chicken Wings', 'Bars', 'Beer', 'Wine & Spirits', 'American (New)', 'Pizza', 'Salad', 'Gluten-Free', 'Food', 'Burgers', 'Restaurants', 'American (Traditional)', 'Sandwiches', 'Italian']",OH,4.0
Park Pizza & Cream,"['Pizza', 'Restaurants', 'Food', 'Ice Cream & Frozen Yogurt', 'Italian']",PA,4.0
Monical's Pizza,"['Pizza', 'Italian', 'Restaurants']",IL,3.0
Spiga Cucina,"['Restaurants', 'Italian']",AZ,4.0
Pizza Hut,"['Pizza', 'Italian', 'Restaurants', 'Chicken Wings']",OH,1.5
Dino's Little Italy,"['Italian', 'Pizza', 'Restaurants']",NV,2.0
Matteo's,"['American (New)', 'Italian', 'Restaurants']",NV,3.0
Barro's Pizza,"['Pizza', 'Sandwiches', 'Italian', 'Restaurants']",AZ,2.5
Nora's Italian Cuisine,"['Bars', 'Cocktail Bars', 'Venues & Event Spaces', 'Wine Bars', 'Event Planning & Services', 'Nightlife', 'Restaurants', 'Pizza', 'Italian']",NV,4.0
Donatos Pizza,"['Italian', 'Pizza', 'Restaurants']",NC,3.5
